추출된 텍스트,label
본인 개인 정보 유출 사건 관련해서 몇 가지 확인차 전화드렸고요.,1
중심으로 한 금융범죄 사기단 검거 당시 현장에서 통장 각 하나씩 발견됐는데 통장 관련해서 아시는 거 없으세요?,1
본인 개인 정보 유출 사건 관련해서 몇 가지 확인 차 연락을 드렸습니다.,1
여기 서울중앙지검 수사관입니다.,1
"중심으로 한 금융범죄사기단 검거 당시 현장에서 우리은행, 하나은행 통장이 각 하나씩 발견됐는데 혹시 이 통장 관련해서 아시는 거 없으세요?",1
일단 이 두 통장은 범죄로 사용되어 추가적인 피해자가 발생하지 않도록 동결 처리되었습니다.,1
본인이 진술하는 정상 은행권 외에 추가적으로 발견되는 통장들은 2차 피해가 발생하지 않도록 저희가 동결 처리를 진행 할 거고요,1
"군데에 금융권 진술해 주셨는데 이제 각 은행마다 입출금, 적금, 예금, 청약, 출자금, 마일리지 등을 예금자보호 등록을 신청해 드릴 텐데",1
 본인이 정상적으로 사용 중인 은행권이 있다면 은행 상호명만 말씀해주세요.,1
략적으로 말씀 좀 말씀 좀 해주세요.,1
오늘 현재 진술하신 계좌에 이제 자산 증명을 하셔야 됩니다.,1
각 계좌마다 말씀해주시면 돼요.,1
현재 진술하신 계좌 증명과 자산이 100만원 이상 차이가 나게 되면  그 계좌도 불법자금으로 간주하고 본인한테 피해 방지 차 동결 처리가 되고 체포영장이 발부됩니다.,1
만일 조사 결과가 내용이 본인의 진술 사실과 다를 경우 위증죄가 성립이 되며 1:1 조사 규정을 어기셔서 다른 사람에게 사건 내용을 제공한 경우 공무집행 방해죄가 처벌된다는 사실 미리 말씀드립니다.,1
다만 아직까지 피해자라고 증명할 증거가 없으셔서 피해자 입증 조사 도와드리려고 하는 부분이고요. ,1
본인 같은 경우는 1차적인 혐의점이 없으셔서 녹취 조사로 진행이 되실 겁니다.,1
본인을 대신해 법원에 제출될 서류기 때문에 주위 잡음이나 제3자가 있는 공간에서 녹취조사 하시면 안되시고요.,1
실례지만 지금 직장이신가요?,1
" 수사과에서 금융사기 주범을 검거했는데 압수수색 당시 현장에서 위조된 신분증, 대포통장, 그리고 보안카드 등을 대량으로 압수했어요.",1
"문제는 압수물품 중에서 본인의 명의로 된 통장 각 하나씩, 두 점의 통장이 발견되었기 때문에",1
본인도 모르는 계좌가 발급이 됐을 수도 있습니다.,1
최근 1년 사이에 그 신분증이나 개인정보가 담긴 물건을 분실하신적은 있으십니까?,1
현재 저희측에서 그 통장 개설 날짜도 확인해 봤는데요,1
지점에서 통장을 발급한 사실이 확인되었고요.,1
직접 발급받으신 거 아니십니까?,1
대포통장에는 불법사기 관련 자금이 들어있기 때문에 더 이상 금융거래가 되지 않도록 계좌에 대한 지급정지 요청을 해 놓은 겁니다. 즉 동결처리를 했습니다.,1
어디에서 뭐하고 계셨는지 간략하게라도 생각나시는 거 있나요?,1
명의도용사건 녹취 시작하겠습니다.,1
계좌를 본인께서 직접 개설한 사실이 있으십니까?,1
타인에게 통장을 양도하셨거나 판매하신 적 있으신가요?,1
본인의 명의로 압수된 우리은행하고 하나은행 측의 계좌는 동결 처리되어 있는 상태고요.,1
동결처리란 무엇인지 알고 계신가요?,1
. 그러면 간단하게 설명해드릴게요.,1
현재 본인의 명의로 압수된 우리은행하고 하나은행 측의 계좌는 불법사기 관련 자금이 들어있었기 때문에 금융거래가 되지 않도록 계좌에 대한 지급정지 요청을 해 놓은 겁니다.,1
. 그러면은 지금까지 본인의 진술대로 피해자가 맞으시다면은요. 본인 명의로 다른 기타금융권에서도 본인도 모르는 사이에 또 다른 통장이 개설될 수 있어요.,1
그러면은 또 다른 피해자가 발생할 수 있으니까 저희 측에서 금융감독원이랑 1:1 합동수사를 하고 있는데 추후에 본인의 명의로 된 금융권에 대해서 계좌 추적에 들어갈 겁니다.,1
. 일단 본인의 진술이 필요한 건데 현재 사용하고 계시는 은행권이 있으시다면은 상호명을 진술해주시면 됩니다.,1
전혀 모르는 사람 맞으십니까?,1
왜냐면은 얼마 전에 저희 수사과에서 금융사기 주범을 검거했는데요,1
"압수수색 당시 현장에서 명의로 개설된 통장, 체크카드 각각과 위조된 복제폰이 포함되었습니다.",1
통장을 발급한 사실이 확인되었고요.,1
본인께서 직접 발급받으신 적 없다는 말씀이세요?,1
그때 당시 본인께서는 어디에서 뭐 하고 계셨는지 간략하게라도 생각나시는 거 있어요? 지역이라도?,1
설명해드리는데요 이해 안 가시는 부분 있습니까?,1
없기 때문에 소환조사가 아닌 유선조사가 이루어진 부분이에요.,1
확인해 봤는데 본인과 직접적인 통화기록도 없고요,1
일단은 본인의 주장대로 피해자가 맞다면요.,1
피해가 발생 할 수 있는 상황이 무고한 또 다른 피해자를 막기 위해서요.,1
계좌 추적 및 안전조치가 이루어질 것이고요.,1
본인 현재 거래하고 있는 금융권에 대해서 간단하게 진술을 받겠는데 알다시피 저희는 수사기관이니까 계좌번호나 비밀번호 같은 개인정보는 일체 요구하지 않을 것입니다.,1
본인이 직접 방문하시거나 모바일을 통해서 본인의 명의로 합법적으로 개설된 금융권은 어디어디 있습니까?,1
서울중앙지검이고요,1
본인 앞으로 연루된 사건 때문에 몇 가지 확인 차 연락 드렸습니다.,1
얼마 전에 저희 지검에서 주범으로 된 금융사기단을 검거하셨고요.,1
"검거 현장에서 증거물품으로 다량의 차명계좌. 즉, 대포통장과 현금카드를 확보했는데 본인 명의로 된 계좌가 있어서 연락드린 것 입니다.",1
뭐 본인께서 신규 개설에 대해서 아시는 내용 있으십니까?,1
본인이 개인정보 유출로 인한 피해자인지 가해자인지 확인이 안되시기 때문에요,1
그것까지 알려드릴 수는 없는 부분이고요.,1
개인정보 유출로 인해 최근에 피해를 보신 사례 같은 거 있으십니까?,1
전혀 없다는 말씀인가요?,1
일단은 두 계좌에 대해서는요. 검거 현장에서 발견되셨기 때문에 본인 동의 없이 동결처리 시켰고요.,1
"즉, 지급정지 시켰다는 말씀이고요.",1
본인이 개인정보가 유출됐다고 따로 연락받은 적 없다는 말씀인가요?,1
제가 왜 이런 질문을 드리냐면 김선정이가 전직 금융사 직원 출신이고요.,1
재직기간 동안에 휴면계좌나 개인정보 등을 수집해서 불법거래에 이용한 혐의로 구속 조사 중에 있는 사람이고요.,1
본인 앞으로 연루된 사건 때문에 몇 가지 확인하기 위해서 연락드린 것입니다.,1
전혀 모른단 말씀인가요? ,1
주범으로 된 금융사기단을 검거하셨고요.,1
"검거 현장에서 증거물품으로 다량의 차명계좌, 즉, 대포통장과 현금카드를 확보했는데",1
그 중에 본인 명의로 된 경남은행과 동부증권 CMA계좌가 있어서 연락드린 것입니다.,1
그러시면 본인께서는 신규 개설에 대해서 전혀 모르고 있다는 말씀인가요?,1
새로 개설된 계좌로 확인되셨고요.,1
혹시 그럼 개인정보 유출로 인해 최근에 피해를 보신 사례 같은 거 있으십니까?,1
음. 전혀 없다는 말씀이고요.,1
일단은 두 계좌에 대해서는 검거 현장에서 발견되셨기 때문에 본인 동의 없이 동결처리 시켰고요.,1
"즉, 지급정지 시켰다는 말씀이고요.",1
그렇다면 금융권에서도 본인 개인정보 유출됐다 따로 연락받은 적 없다는 말씀인가요?,1
"뭐 일단은 두 계좌에 대해서는 검거 현장에서 발견되셨기 때문에 본인 동의 없이 동결 처리시켰고요. 즉, 지급정지 시켰단 말씀이고요.",1
금융권에서도 본인이 개인정보 유출됐다고 따로 연락받은 적 없다는 말씀인가요 음. 그렇군요.,1
제가 왜 이런 질문을 드리냐면 전직 금융사 직원 출신이고 재직기간 동안에 휴면계좌나 개인정보 등을 수집해서 불법거래에 이용한 혐의로 구속 조사중에 있는 사람이고요.,1
가까이 연루돼있는데 이중에 뭐 개인정보 유출로 인해 피해를 보신분도 계시겠지만 반대로 어떤 분들은 일정한 금액을 받고 통장을 양도해 준 분도 계시거든요.,1
혹시 본인께서는 타인에게 통장을 판매하건 양도해 준 사실 같은거 있으십니까?,1
전혀 없다는 말씀인가요?,1
제가 전화드린건 다름이 아니라 지금 현재 본인께서는 이번 사건에 직접적인 가담자인지 아니면 정보 유출로 인한 피해자이신지 확인하기 위해서 1차적 유선조사 이뤄진 부분이고요.,1
그래서 혐의점이 확인 될 시에는 이 유선조사가 즉시 중단되시고 소환장이나 영장이 발부될 수 있고요.,1
범죄가담 혐의가 없으시면 저희 수사에 협조 부탁드린다는 말씀입니다. 이해 가십니까?,1
그 사람이 구속이 됐어요.,1
신상정보를 도용해서 위조 신분증을 만들었습니다.,1
"결탁을 해서요 불법계좌를 개설해가지고 이버카페, 중고나라에 결제계좌로 사용을 했는데요.",1
지금 문제가 되는 게 중고물건을 사려고 명의 결제계좌로 송금한 피해자들이 물건은 오지도 않고 돈만 김형석 일당들이 인출해서 도주하니까,1
무슨 말인지 이해되십니까?,1
계좌명의자를 일당들과 같은 공범인줄 알고 저희 검찰에 신고를 한 거에요.,1
저희 검찰에서 조사하겠지만 혹시라도 이번 사건에 연루된 사실이 있으면 당연히,1
일당들은 대부분 금융기관에서 근무했던 사람들이에요.,1
 여신관리과장으로 근무했기 때문에 인터넷 뱅킹이나 문자전송 없이 본인 명의로 계좌개설이 가능했던 걸로 지금 파악되고 있습니다.,1
이렇게 해서 대부분의 조사자들은 모르는 경우가 많았는데요,1
현재 이번 사건에 연루된 조사자가 전국적으로 한 두 분이 아니기 아니기 때문에 검찰에서 한 분 한 분 소재 파악해서 소환조사 할 수 없는 상황이고요.,1
일당들이 불법자금을 융통해놨어요.,1
"저희가 국고, 나라로 환수조치를 했는데 이 점에 대해서 본인은 뭐 불만이나 이의사항 있으십니까?",1
본인명의 통장들이 앞으로 더 발견될 거에요.,1
검거됐지만 다른 금융권 직원들이 아직 검거되지 않았기 때문에 검거 될 때에 본인명의 통장들이 더 발견될 수 있다는 겁니다.,1
저희 검찰에서는 현재 금융감독원과 공조 수사 중에 있는 이 계좌에 대해서 계좌 추적을 진행할거에요.,1
이에 앞서서 본인이 진술하신 내용이 금융감독원 조사 내용과 다를 경우 피해자 인증을 받는데 불리 할 수 있음 알려드립니다.,1
본인이 직접 개설하시고 사용하시는 금융권 어떤 금융권이 있는지 금융권 상호명만 간단하게 진술해주세요.,1
금융권 상호명 진술해주시면 됩니다.,1
중앙지검에 수사관입니다,1
본인의 신상정보 있죠?,1
사람이 도용해가지고 사용하고 있다가 저희 검찰에 구속이 됐습니다.,1
본인하고는 어떤 관련이 있는 사람이세요?,1
신상정보를 도용해서 위조 신분증을 만들었어요.,1
"직원들까지 결탁해서 불법계좌, 대포통장이죠.",1
이걸 개설해서 본인이 사용하시는 거면 본인이 알겠죠.,1
본인이 무슨 일을 하는지 안하는지 저희는 중요한게 아니고 본인이 신고를 당했기 때문에 저희가 연락드리는 거에요.,1
"명의로 된 계좌, 대포통장이죠. 본인 명의로 된 대포통장으로 해서 피해자가 발생이 됐어요. 피해금액이 발생이 됐어요. 그래가지고 신고를 한 겁니다.",1
대출이 나갈 때 대출 나간다고 금감원쪽으로 의무적으로 신고가 들어가는 게 있어요,1
